entry_time,exit_time,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,session_candidate_symbol_map,entry_pattern,entry_trigger,neckline_level,ltf_wave3_timeframe,htf_alignment_mode,htf_wave3_direction,htf_wave3_confirmed,htf_fractal_alignment,wave3_alignment_passed,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_r,retest_reference_type,retest_reference_price,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,target_reward_multiple,target_price,entry,exit,stop_loss,take_profit,risk_price,result_r,initial_stop_loss_price,current_stop_loss_price,break_even_enabled,break_even_triggered,break_even_trigger_type,break_even_trigger_r,break_even_trigger_time,bars_to_break_even,max_favorable_r_before_exit,max_adverse_r_before_exit,exit_type,full_sl_exit,break_even_exit,tp_exit,time_exit,result_r_before_be,result_r_after_be,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,failure_type,session_invalidated,invalidation_reason,exit_reason,position_id,break_even_mode
2025.01.02 03:15:00,2025.01.02 05:09:06,session_reversal_pullback_one_symbol_first120,USDJPY,LONG,2025.01.02 03:00:00,3,0,9,tokyo,2025.01.02 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,157.52500000,PERIOD_M15,htf_soft_alignment,NONE,false,H4_SHORT_confirmed_break_below_swing_low|H1_NONE_no_confirmed_wave3_break,true,157.58700000,157.54333333,157.76400000,pre_session_high,0.5759,session_high|opening_range_high|neckline_level,157.58700000,false,true,true,false,1.50,158.08600000,157.56300000,157.21000000,157.21400000,158.08600000,0.34900000,-1.0115,157.21400000,157.21400000,true,false,none,0.0000,,-1,0.2751,1.0115,full_sl,true,false,false,false,-1.0115,0.0000,-24.70,0.00,0.00,-24.70,0.110,1.499,7,0.12671429,16.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,2,time_30min_and_0_5r_break_even
2025.01.02 19:15:00,2025.01.03 01:15:00,session_reversal_pullback_one_symbol_first120,EURUSD,LONG,2025.01.02 19:00:00,19,16,1,new_york,2025.01.02 16:00,0,first_120min,true,true,3,EURUSD,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,1.02614000,PERIOD_M5,htf_soft_alignment,NONE,false,H4_SHORT_confirmed_break_below_swing_low|H1_NONE_break_below_without_lower_pullback,true,1.02673000,1.02614000,1.02756000,pre_session_high,0.4170,session_high|opening_range_high|neckline_level,1.02614000,false,true,true,false,1.50,1.03050000,1.02643000,1.02658000,1.02372000,1.03050000,0.00271000,0.0554,1.02372000,1.02372000,true,false,none,0.0000,,-1,0.1255,0.6310,time,false,false,false,true,0.0554,0.0000,1.35,0.00,-0.54,0.81,0.090,1.502,24,0.00174571,18.00,4.700,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,4,time_30min_and_0_5r_break_even
2025.01.03 19:15:00,2025.01.06 01:15:00,session_reversal_pullback_one_symbol_first120,GBPUSD,LONG,2025.01.03 19:00:00,19,16,1,new_york,2025.01.03 16:00,0,first_120min,true,true,3,GBPUSD,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,1.24162000,PERIOD_M15,htf_soft_alignment,LONG,false,H4_NONE_no_confirmed_wave3_break|H1_LONG_confirmed_break_above_swing_high,true,1.24280000,1.24169000,1.24280000,current_day_high,0.0245,session_high|opening_range_high|neckline_level,1.24280000,false,false,true,false,1.50,1.24761000,1.24272000,1.24246000,1.23946000,1.24761000,0.00326000,-0.0798,1.23946000,1.23946000,true,false,none,0.0000,,-1,0.1810,0.3957,time,false,false,false,true,-0.0798,0.0000,-1.82,0.00,-0.08,-1.90,0.070,1.500,24,0.00108714,20.00,5.000,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_EXPERT,6,time_30min_and_0_5r_break_even
2025.01.06 03:15:00,2025.01.06 04:39:53,session_reversal_pullback_one_symbol_first120,USDJPY,LONG,2025.01.06 03:00:00,3,0,9,tokyo,2025.01.06 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,157.52200000,PERIOD_M5,htf_soft_alignment,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_break_above_without_higher_pullback,true,157.56100000,157.52200000,157.56100000,previous_day_high,0.0429,neckline_level,157.52200000,false,true,true,false,1.50,157.76500000,157.55500000,157.76600000,157.41500000,157.76500000,0.14000000,1.5071,157.41500000,157.41500000,true,true,time_30min_0_5r_close,0.6929,2025.01.06 04:15:00,5,1.5071,0.5571,tp,false,false,true,false,0.6929,0.8143,37.45,0.00,0.00,37.45,0.280,1.500,5,0.12321429,16.00,4.400,other,false,not_invalidated,DEAL_REASON_TP,8,time_30min_and_0_5r_break_even
2025.01.06 16:15:00,2025.01.06 16:15:40,session_reversal_pullback_one_symbol_first120,EURJPY,LONG,2025.01.06 16:00:00,16,13,22,london_newyork_overlap,2025.01.06 13:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,163.18300000,PERIOD_M5,htf_soft_alignment,LONG,false,H4_NONE_no_confirmed_wave3_break|H1_LONG_confirmed_break_above_swing_high,true,163.25500000,163.20700000,163.26600000,pre_session_high,0.0526,session_high|opening_range_high|neckline_level,163.25500000,false,true,true,false,1.50,163.70600000,163.25000000,162.94200000,162.94600000,163.70600000,0.30400000,-1.0132,162.94600000,162.94600000,true,false,none,0.0000,,-1,0.0164,1.0132,full_sl,true,false,false,false,-1.0132,0.0000,-23.43,0.00,0.00,-23.43,0.120,1.500,0,0.27328571,30.00,5.000,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,10,time_30min_and_0_5r_break_even
2025.01.06 19:15:00,2025.01.07 01:15:00,session_reversal_pullback_one_symbol_first120,USDJPY,LONG,2025.01.06 19:00:00,19,16,1,new_york,2025.01.06 16:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,157.52200000,PERIOD_M15,htf_soft_alignment,NONE,false,H4_NONE_break_below_without_lower_pullback|H1_NONE_no_confirmed_wave3_break,true,157.60400000,157.56600000,157.60400000,pre_session_high,0.0613,session_high|opening_range_high|neckline_level,157.56600000,false,true,true,false,1.50,158.35400000,157.57200000,157.75900000,157.05000000,158.35400000,0.52200000,0.3582,157.05000000,157.05000000,true,false,none,0.0000,,-1,0.3582,0.2739,time,false,false,false,true,0.3582,0.0000,8.30,0.00,0.34,8.64,0.070,1.498,24,0.21435714,19.00,4.700,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,12,time_30min_and_0_5r_break_even
2025.01.07 03:15:00,2025.01.07 07:22:18,session_reversal_pullback_one_symbol_first120,USDJPY,LONG,2025.01.07 03:00:00,3,0,9,tokyo,2025.01.07 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,158.21500000,PERIOD_M5,htf_soft_alignment,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_break_above_without_higher_pullback,true,158.29900000,158.21500000,158.29900000,current_day_high,0.0847,session_high|opening_range_high|neckline_level,158.29900000,false,false,true,false,1.50,158.71600000,158.27400000,157.97800000,157.97900000,158.71600000,0.29500000,-1.0034,157.97900000,157.97900000,true,false,none,0.0000,,-1,0.4576,1.0034,full_sl,true,false,false,false,-1.0034,0.0000,-24.36,0.00,0.00,-24.36,0.130,1.498,16,0.11964286,16.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,14,time_30min_and_0_5r_break_even
2025.01.07 16:15:00,2025.01.07 16:45:14,session_reversal_pullback_one_symbol_first120,USDJPY,SHORT,2025.01.07 16:00:00,16,13,22,london_newyork_overlap,2025.01.07 13:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,157.67800000,PERIOD_M15,htf_soft_alignment,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,157.67800000,157.63833333,157.63833333,recent_equal_lows,0.0750,neckline_level,157.67800000,false,true,true,false,1.50,157.39800000,157.65100000,157.82200000,157.82000000,157.39800000,0.16900000,-1.0118,157.82000000,157.82000000,true,false,none,0.0000,,-1,0.7278,1.0118,full_sl,true,false,false,false,-1.0118,0.0000,-24.92,0.00,0.00,-24.92,0.230,1.497,2,0.11057143,17.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,16,time_30min_and_0_5r_break_even
2025.01.07 19:15:00,2025.01.08 01:15:00,session_reversal_pullback_one_symbol_first120,USDJPY,LONG,2025.01.07 19:00:00,19,16,1,new_york,2025.01.07 16:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,157.79300000,PERIOD_M15,htf_soft_alignment,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,157.86900000,157.84400000,157.86900000,wick_cluster_zone,0.0298,session_high|opening_range_high|neckline_level,157.84400000,false,true,true,false,1.50,158.41200000,157.85800000,158.16200000,157.48900000,158.41200000,0.36900000,0.8238,157.48900000,157.48900000,true,true,time_30min_0_5r_close,0.8211,2025.01.08 01:00:00,24,0.9702,0.7588,time,false,false,false,true,0.8211,0.0027,19.22,0.00,0.48,19.70,0.100,1.501,24,0.21678571,19.00,4.700,other,false,not_invalidated,DEAL_REASON_EXPERT,18,time_30min_and_0_5r_break_even
2025.01.08 16:15:00,2025.01.08 22:15:00,session_reversal_pullback_one_symbol_first120,USDJPY,SHORT,2025.01.08 16:00:00,16,13,22,london_newyork_overlap,2025.01.08 13:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,158.26700000,PERIOD_M15,htf_soft_alignment,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,158.26700000,158.23700000,158.23700000,h1_confirmed_swing_high,0.0450,neckline_level,158.26700000,false,true,true,false,1.50,157.78500000,158.25100000,158.44000000,158.56200000,157.78500000,0.31100000,-0.6077,158.56200000,158.56200000,true,false,none,0.0000,,-1,0.3666,0.8328,time,false,false,false,true,-0.6077,0.0000,-14.31,0.00,0.00,-14.31,0.120,1.498,24,0.12535714,17.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_EXPERT,20,time_30min_and_0_5r_break_even
