time,event,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,session_candidate_symbol_map,entry_pattern,entry_trigger,neckline_level,ltf_wave3_timeframe,htf_wave3_direction,htf_wave3_confirmed,htf_fractal_alignment,wave3_alignment_passed,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_price,nearest_obstacle_distance_r,retest_reference_type,retest_reference_price,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,obstacle_block_reason,obstacle_count_before_target,hard_obstacle_count_before_target,soft_obstacle_count_before_target,target_reward_multiple,target_price,entry_price,stop_loss_price,initial_risk_price_distance,take_profit,reward_r,atr,spread_points,score,result_r,failure_type,session_invalidated,invalidation_reason,reason
2025.01.02 10:15:00,signal,london_first120_reference,EURJPY,SHORT,2025.01.02 10:00:00,10,7,16,london,2025.01.02 07:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,162.35300000,PERIOD_M5,SHORT,false,H4_NONE_no_confirmed_wave3_break|H1_SHORT_confirmed_break_below_swing_low,true,162.35300000,162.28700000,162.23300000,failed_breakout_level,0.06400000,0.2612,session_low|opening_range_low|neckline_level,162.28700000,false,true,true,false,not_blocked,6,2,4,1.50,161.93000000,162.29700000,162.54200000,0.24500000,161.93000000,1.498,0.16450000,32.00,5.000,0.0000,opposite_break_first,true,opposite_break_first,session_invalidated
2025.01.02 10:15:00,blocked,london_first120_reference,EURJPY,SHORT,2025.01.02 10:00:00,10,7,16,london,2025.01.02 07:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,162.35300000,PERIOD_M5,SHORT,false,H4_NONE_no_confirmed_wave3_break|H1_SHORT_confirmed_break_below_swing_low,true,162.35300000,162.28700000,162.23300000,failed_breakout_level,0.06400000,0.2612,session_low|opening_range_low|neckline_level,162.28700000,false,true,true,false,not_blocked,6,2,4,1.50,161.93000000,162.29700000,162.54200000,0.24500000,161.93000000,1.498,0.16450000,32.00,5.000,0.0000,opposite_break_first,true,opposite_break_first,session_invalidated
2025.01.03 10:15:00,signal,london_first120_reference,EURJPY,LONG,2025.01.03 10:00:00,10,7,16,london,2025.01.03 07:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,161.61700000,PERIOD_M15,NONE,false,H4_NONE_break_below_without_lower_pullback|H1_NONE_no_confirmed_wave3_break,true,162.00000000,161.74100000,162.00000000,round_number,0.24300000,0.8408,session_high|opening_range_high|neckline_level,161.73400000,false,false,true,false,not_blocked,1,0,1,1.50,162.19000000,161.75700000,161.46800000,0.28900000,162.19000000,1.498,0.10492857,30.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,spread_too_high
2025.01.03 10:15:00,blocked,london_first120_reference,EURJPY,LONG,2025.01.03 10:00:00,10,7,16,london,2025.01.03 07:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,161.61700000,PERIOD_M15,NONE,false,H4_NONE_break_below_without_lower_pullback|H1_NONE_no_confirmed_wave3_break,true,162.00000000,161.74100000,162.00000000,round_number,0.24300000,0.8408,session_high|opening_range_high|neckline_level,161.73400000,false,false,true,false,not_blocked,1,0,1,1.50,162.19000000,161.75700000,161.46800000,0.28900000,162.19000000,1.498,0.10492857,30.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,spread_too_high
2025.01.06 10:15:00,signal,london_first120_reference,AUDJPY,LONG,2025.01.06 10:00:00,10,7,16,london,2025.01.06 07:00,0,first_120min,true,true,3,AUDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,98.28700000,PERIOD_M15,LONG,false,H4_LONG_confirmed_break_above_swing_high|H1_NONE_no_confirmed_wave3_break,true,98.50000000,98.30800000,98.50000000,round_number,0.17300000,1.1161,session_high|opening_range_high|neckline_level,98.30800000,false,false,true,false,not_blocked,1,0,1,1.50,98.56000000,98.32700000,98.17200000,0.15500000,98.56000000,1.503,0.07471429,28.00,5.000,0.0000,no_followthrough_after_retest,false,not_invalidated,spread_too_high
2025.01.06 10:15:00,blocked,london_first120_reference,AUDJPY,LONG,2025.01.06 10:00:00,10,7,16,london,2025.01.06 07:00,0,first_120min,true,true,3,AUDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,98.28700000,PERIOD_M15,LONG,false,H4_LONG_confirmed_break_above_swing_high|H1_NONE_no_confirmed_wave3_break,true,98.50000000,98.30800000,98.50000000,round_number,0.17300000,1.1161,session_high|opening_range_high|neckline_level,98.30800000,false,false,true,false,not_blocked,1,0,1,1.50,98.56000000,98.32700000,98.17200000,0.15500000,98.56000000,1.503,0.07471429,28.00,5.000,0.0000,no_followthrough_after_retest,false,not_invalidated,spread_too_high
2025.01.07 10:15:00,signal,london_first120_reference,EURJPY,SHORT,2025.01.07 10:00:00,10,7,16,london,2025.01.07 07:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,163.96200000,PERIOD_M15,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,163.96200000,163.50000000,163.50000000,round_number,0.37800000,0.9403,session_low|opening_range_low|neckline_level,163.87800000,false,true,true,false,not_blocked,3,1,2,1.50,163.27500000,163.87800000,164.28000000,0.40200000,163.27500000,1.500,0.13392857,30.00,4.700,0.0000,opposite_break_first,true,opposite_break_first,spread_too_high
2025.01.07 10:15:00,blocked,london_first120_reference,EURJPY,SHORT,2025.01.07 10:00:00,10,7,16,london,2025.01.07 07:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,163.96200000,PERIOD_M15,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,163.96200000,163.50000000,163.50000000,round_number,0.37800000,0.9403,session_low|opening_range_low|neckline_level,163.87800000,false,true,true,false,not_blocked,3,1,2,1.50,163.27500000,163.87800000,164.28000000,0.40200000,163.27500000,1.500,0.13392857,30.00,4.700,0.0000,opposite_break_first,true,opposite_break_first,spread_too_high
2025.01.08 10:15:00,signal,london_first120_reference,USDJPY,SHORT,2025.01.08 10:00:00,10,7,16,london,2025.01.08 07:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,158.15100000,PERIOD_M15,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,158.15100000,158.12700000,158.12700000,pre_session_high,0.00400000,0.0294,neckline_level,158.15100000,false,true,true,false,not_blocked,10,5,5,1.50,157.92700000,158.13100000,158.26700000,0.13600000,157.92700000,1.500,0.09357143,21.00,4.700,0.0000,opposite_break_first,true,opposite_break_first,spread_too_high
2025.01.08 10:15:00,blocked,london_first120_reference,USDJPY,SHORT,2025.01.08 10:00:00,10,7,16,london,2025.01.08 07:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,158.15100000,PERIOD_M15,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,158.15100000,158.12700000,158.12700000,pre_session_high,0.00400000,0.0294,neckline_level,158.15100000,false,true,true,false,not_blocked,10,5,5,1.50,157.92700000,158.13100000,158.26700000,0.13600000,157.92700000,1.500,0.09357143,21.00,4.700,0.0000,opposite_break_first,true,opposite_break_first,spread_too_high
